epoch,tr_loss,va_loss,va_acc,va_1nn,va_r5
1,8.11521239348738,2.0030140743001916,0.5255139056831922,0.309310761789601,0.6341596130592503
2,8.026681134040583,2.001233462410942,0.5255139056831922,0.30368802902055625,0.6298669891172914
3,8.024856190249018,2.0342350324379344,0.5255139056831922,0.30749697702539297,0.6341596130592503
4,8.023827940492273,1.9942149955099122,0.5255139056831922,0.30701330108827085,0.6368802902055622
5,8.023087606925918,1.999554888772561,0.5255139056831922,0.3091293833131802,0.6383313180169287
6,8.022647979625624,1.9960413765590166,0.5255139056831922,0.3129987908101572,0.6407496977025393
7,8.022184168528472,2.004957675933838,0.5255139056831922,0.30846432889963726,0.6357920193470374
8,8.021977711761734,2.002785713410291,0.5255139056831922,0.3100967351874244,0.6366989117291415
9,8.021787550717484,2.004335536749216,0.5255139056831922,0.3059250302297461,0.6301088270858525
10,8.021486658467635,2.0224794337077756,0.5255139056831922,0.3136638452237001,0.6385126964933494
11,8.02142169403482,2.0213767745907103,0.5255139056831922,0.32376058041112454,0.6415356711003628
12,8.021324030404513,2.000244820651293,0.5255139056831922,0.36166868198307134,0.6748488512696493
13,8.021166702879384,2.020340860798108,0.5255139056831922,0.3857920193470375,0.699334945586457
14,8.02105233613352,2.0013467062773698,0.5255139056831922,0.3981257557436518,0.7377871825876663
15,8.020978741167246,2.0106200424618703,0.5255139056831922,0.39280532043530836,0.7318621523579202
16,8.02098327120097,2.004340545269137,0.5255139056831922,0.402962515114873,0.7440145102781137
17,8.02097736547763,2.0094899668803095,0.5255139056831922,0.3891777509068924,0.7403869407496977
18,8.020893545831129,2.0036194200527278,0.5255139056831922,0.38422007255139057,0.7392382103990327
19,8.020816316800653,2.0033149772284253,0.5255139056831922,0.38313180169286576,0.7422007255139057
20,8.020829747487152,2.0036198436132797,0.5255139056831922,0.38766626360338574,0.7381499395405079
