epoch,tr_loss,va_loss,va_acc,va_1nn,va_r5
1,14.590032242402488,2.489995831416913,0.5316807738814994,0.30652962515114873,0.6257557436517533
2,14.50468571140259,2.3977644697786675,0.5316807738814994,0.30652962515114873,0.6257557436517533
3,14.504106323030003,2.362851034830963,0.5316807738814994,0.30652962515114873,0.6257557436517533
4,14.498542997572157,2.162934525673162,0.5316807738814994,0.30652962515114873,0.6257557436517533
5,14.503959250972265,2.1816310121473985,0.5316807738814994,0.30652962515114873,0.6257557436517533
6,14.495799428295836,2.1868369567783454,0.5316807738814994,0.30652962515114873,0.6257557436517533
7,14.500472471397858,2.1901333202906357,0.5316807738814994,0.30652962515114873,0.6257557436517533
8,14.498963510697045,2.1427359630580103,0.5316807738814994,0.30652962515114873,0.6257557436517533
9,14.497768389389076,2.116107555283312,0.5316807738814994,0.30652962515114873,0.6257557436517533
10,14.497767184476738,2.071517592329789,0.5316807738814994,0.30652962515114873,0.6257557436517533
11,14.499525695261609,2.0716172400524133,0.5316807738814994,0.30652962515114873,0.6257557436517533
12,14.497709408188225,2.0670086062660817,0.5316807738814994,0.30652962515114873,0.6257557436517533
13,14.498184720313182,2.062435168770233,0.5316807738814994,0.30652962515114873,0.6257557436517533
14,14.499692547547149,2.0530553402606637,0.5316807738814994,0.30652962515114873,0.6257557436517533
15,14.491825948164506,2.0388398398799503,0.5316807738814994,0.30652962515114873,0.6257557436517533
16,14.497418572526938,2.0243394504579406,0.5316807738814994,0.30652962515114873,0.6257557436517533
17,14.494851338695202,2.0280224966743403,0.5316807738814994,0.30652962515114873,0.6257557436517533
18,14.498558786692806,2.0235006225152343,0.5316807738814994,0.30652962515114873,0.6257557436517533
19,14.494815302875338,2.019774403681634,0.5316807738814994,0.30652962515114873,0.6257557436517533
20,14.49745246400824,2.019285006794128,0.5316807738814994,0.30652962515114873,0.6257557436517533
